"","Channel 1 - Elbow Last (C)","Channel 2 - Forearm Last (C)","Channel 3 - Knuckle Last (C)","Channel 4 - Blade of Hand Last (C)","Channel 5 - Thumb Last (C)","Channel 6 - Cupping Last (C)","Channel 7 - Palm Last (C)","Channel 8 - Elbow (lower) Last (C)"
"1691597853","36.357","37.373","34.900","33.686","34.072","33.967","29.653","32.910"
"1691597854","36.365","37.411","34.919","33.709","34.103","33.899","29.665","32.922"
"1691597855","36.250","37.420","34.921","33.678","34.093","33.962","29.630","32.902"
"1691597856","36.204","37.392","34.914","33.690","34.083","33.912","29.606","32.947"
"1691597857","36.186","37.396","34.893","33.687","34.048","33.869","29.629","32.977"
"1691597858","36.202","37.419","34.894","33.681","33.998","33.852","29.662","32.974"
"1691597859","36.145","37.445","34.891","33.696","34.035","33.828","29.678","32.971"
"1691597860","36.102","37.413","34.907","33.694","34.051","33.796","29.665","32.967"
"1691597861","36.084","37.396","34.915","33.720","34.055","33.793","29.673","32.969"
"1691597862","36.151","37.415","34.945","33.728","34.118","33.819","29.692","32.996"
"1691597863","36.214","37.445","34.895","33.744","34.148","33.864","29.685","32.989"
"1691597864","36.307","37.520","34.922","33.756","34.197","33.782","29.665","33.038"
"1691597865","36.304","37.506","34.912","33.761","34.213","33.746","29.699","33.105"
"1691597866","36.323","37.525","34.924","33.754","34.224","33.743","29.693","33.109"
"1691597867","36.368","37.533","34.918","33.733","34.203","33.784","29.675","33.070"
"1691597868","36.387","37.560","34.867","33.749","34.219","33.836","29.695","32.998"
"1691597869","36.417","37.586","34.887","33.770","34.222","33.892","29.690","33.023"
"1691597870","36.436","37.598","34.906","33.769","34.232","33.900","29.700","33.029"
"1691597871","36.458","37.606","34.914","33.759","34.225","33.890","29.716","32.994"
"1691597872","36.481","37.644","34.937","33.767","34.204","33.844","29.750","32.991"
"1691597873","36.494","37.645","34.935","33.754","34.188","33.889","29.744","32.974"
"1691597874","36.499","37.643","34.932","33.770","34.178","33.905","29.752","32.946"
"1691597875","36.488","37.651","34.925","33.778","34.171","33.945","29.764","32.954"
"1691597876","36.460","37.644","34.934","33.782","34.183","33.903","29.780","32.937"
"1691597877","36.403","37.627","34.949","33.758","34.177","33.893","29.773","32.913"
"1691597878","36.415","37.631","34.950","33.730","34.185","33.897","29.767","32.902"
"1691597879","36.430","37.629","34.955","33.756","34.189","33.894","29.771","32.925"
"1691597880","36.384","37.593","34.974","33.750","34.190","33.935","29.780","32.912"
"1691597881","36.344","37.579","34.967","33.765","34.133","33.951","29.773","32.894"
"1691597882","36.208","37.512","34.973","33.734","34.182","34.025","29.775","32.889"
"1691597883","36.249","37.499","34.988","33.753","34.201","34.056","29.784","32.864"
"1691597884","36.282","37.423","34.942","33.739","34.202","34.042","29.770","32.836"
"1691597885","36.280","37.384","34.939","33.751","34.218","34.035","29.771","32.840"
"1691597886","36.237","37.385","34.940","33.774","34.222","34.069","29.768","32.801"
"1691597887","36.132","37.389","34.934","33.775","34.256","34.014","29.789","32.804"
"1691597888","36.093","37.397","34.920","33.765","34.264","34.005","29.799","32.796"
"1691597889","36.061","37.409","34.906","33.748","34.225","34.003","29.804","32.797"
"1691597890","36.102","37.450","34.947","33.767","34.215","33.993","29.812","32.779"
"1691597891","36.213","37.364","34.945","33.732","34.238","34.053","29.821","32.788"
"1691597892","36.254","37.325","34.939","33.755","34.228","34.094","29.829","32.862"
"1691597893","36.306","37.297","34.925","33.745","34.222","34.120","29.845","32.870"
"1691597894","36.340","37.269","34.915","33.720","34.230","34.139","29.850","32.846"
"1691597895","36.326","37.303","34.916","33.707","34.238","34.177","29.847","32.829"
"1691597896","36.301","37.311","34.928","33.686","34.254","34.174","29.840","32.840"
"1691597897","36.302","37.315","34.943","33.679","34.218","34.171","29.856","32.859"
"1691597898","36.318","37.334","34.959","33.702","34.197","34.176","29.857","32.846"
"1691597899","36.352","37.386","34.934","33.696","34.191","34.126","29.847","32.847"
"1691597900","36.259","37.359","34.936","33.705","34.222","33.974","29.804","32.863"
"1691597901","36.296","37.385","34.911","33.731","34.205","33.884","29.824","32.875"
"1691597902","36.326","37.393","34.920","33.739","34.184","33.834","29.839","32.839"
"1691597903","36.298","37.409","34.910","33.740","34.207","33.853","29.829","32.848"
"1691597904","36.291","37.428","34.896","33.730","34.222","33.894","29.823","32.819"
"1691597905","36.307","37.400","34.900","33.676","34.230","33.920","29.835","32.824"
"1691597906","36.311","37.404","34.927","33.706","34.271","33.943","29.858","32.839"
"1691597907","36.327","37.380","34.920","33.725","34.246","33.958","29.869","32.847"
"1691597908","36.360","37.399","34.925","33.730","34.251","33.930","29.867","32.823"
"1691597909","36.282","37.462","34.952","33.724","34.224","33.896","29.891","32.803"
"1691597910","36.214","37.434","34.946","33.718","34.235","33.868","29.873","32.793"
"1691597911","36.178","37.442","34.976","33.734","34.229","33.854","29.892","32.801"
"1691597912","36.154","37.443","34.966","33.734","34.208","33.807","29.886","32.809"
"1691597913","36.114","37.448","34.952","33.735","34.253","33.779","29.909","32.821"
"1691597914","36.090","37.460","34.953","33.725","34.290","33.791","29.877","32.778"
"1691597915","36.094","37.453","34.950","33.752","34.305","33.788","29.856","32.768"
"1691597916","36.070","37.443","34.944","33.680","34.325","33.811","29.856","32.827"
"1691597917","36.012","37.451","34.923","33.706","34.336","33.823","29.872","32.799"
"1691597918","35.934","37.453","34.936","33.693","34.349","33.795","29.900","32.797"
"1691597919","35.895","37.472","34.951","33.716","34.346","33.807","29.911","32.809"
"1691597920","35.899","37.455","34.970","33.717","34.347","33.830","29.916","32.788"
"1691597921","35.907","37.430","34.964","33.692","34.330","33.787","29.917","32.803"
"1691597922","35.908","37.409","34.925","33.660","34.327","33.784","29.918","32.822"
"1691597923","35.909","37.429","34.922","33.669","34.272","33.760","29.936","32.838"
"1691597924","35.921","37.433","34.930","33.666","34.267","33.750","29.938","32.839"
"1691597925","35.926","37.445","34.935","33.689","34.261","33.732","29.954","32.810"
"1691597926","35.926","37.475","34.946","33.686","34.280","33.751","29.940","32.822"
"1691597927","35.892","37.458","34.941","33.746","34.340","33.822","29.934","32.795"
"1691597928","35.860","37.452","34.945","33.743","34.366","33.816","29.943","32.781"
"1691597929","35.828","37.416","34.950","33.751","34.382","33.875","29.947","32.815"
"1691597930","35.873","37.403","34.951","33.781","34.342","33.927","29.963","32.809"
"1691597931","35.946","37.356","34.959","33.786","34.325","33.964","29.967","32.799"
"1691597932","35.969","37.383","34.964","33.794","34.315","34.013","29.983","32.788"
"1691597933","36.006","37.413","34.972","33.802","34.305","33.955","29.991","32.811"
"1691597934","36.058","37.355","34.987","33.792","34.328","33.953","30.018","32.783"
"1691597935","36.089","37.342","34.974","33.779","34.281","33.986","29.997","32.791"
"1691597936","36.174","37.322","34.906","33.799","34.280","33.955","30.021","32.811"
"1691597937","36.197","37.366","34.882","33.789","34.284","33.942","30.018","32.790"
"1691597938","36.201","37.396","34.919","33.815","34.270","33.972","30.011","32.791"
"1691597939","36.228","37.430","34.938","33.805","34.257","34.013","30.016","32.810"
"1691597940","36.250","37.467","34.946","33.824","34.276","34.083","30.006","32.833"
"1691597941","36.273","37.487","34.958","33.803","34.280","34.091","30.025","32.860"
"1691597942","36.292","37.513","34.981","33.789","34.314","34.092","30.033","32.813"
"1691597943","36.301","37.488","34.989","33.787","34.322","34.056","30.030","32.803"
"1691597944","36.327","37.435","34.972","33.784","34.276","34.079","30.028","32.746"
"1691597945","36.376","37.396","34.977","33.764","34.307","34.066","30.000","32.711"
"1691597946","36.381","37.408","34.967","33.739","34.329","34.085","29.994","32.730"
"1691597947","36.393","37.442","34.964","33.747","34.338","34.064","30.017","32.753"
"1691597948","36.299","37.446","34.969","33.774","34.353","34.033","30.025","32.790"
"1691597949","36.285","37.458","34.962","33.778","34.336","34.015","30.048","32.773"
"1691597950","36.228","37.455","34.971","33.809","34.326","34.005","30.070","32.719"
"1691597951","36.232","37.464","34.983","33.835","34.323","34.006","30.057","32.735"
"1691597952","36.215","37.483","34.951","33.821","34.313","33.985","30.065","32.739"
"1691597953","36.245","37.516","34.966","33.815","34.343","33.979","30.077","32.744"
"1691597954","36.323","37.449","35.004","33.806","34.345","33.915","30.075","32.691"
"1691597955","36.277","37.457","35.005","33.825","34.346","33.920","30.039","32.721"
"1691597956","36.259","37.429","34.951","33.811","34.339","33.931","30.047","32.725"
"1691597957","36.308","37.390","34.949","33.808","34.300","33.976","30.059","32.719"
"1691597958","36.319","37.398","34.937","33.808","34.258","34.014","30.061","32.751"
"1691597959","36.331","37.413","34.944","33.809","34.257","33.985","30.067","32.757"
"1691597960","36.314","37.433","34.951","33.811","34.256","33.957","30.073","32.762"
"1691597961","36.289","37.419","34.952","33.805","34.227","33.925","30.092","32.781"
"1691597962","36.268","37.460","34.968","33.798","34.188","33.882","30.104","32.793"
"1691597963","36.201","37.451","35.006","33.753","34.226","33.800","30.117","32.831"
"1691597964","36.217","37.433","34.996","33.732","34.278","33.765","30.118","32.857"
"1691597965","36.174","37.467","34.986","33.740","34.294","33.747","30.147","32.876"
"1691597966","36.138","37.497","34.976","33.744","34.309","33.748","30.159","32.866"
"1691597967","36.150","37.505","34.991","33.760","34.325","33.745","30.146","32.893"
"1691597968","36.154","37.521","34.992","33.706","34.278","33.735","30.158","32.886"
"1691597969","36.123","37.544","34.986","33.685","34.265","33.736","30.159","32.891"
"1691597970","36.124","37.566","35.001","33.712","34.287","33.774","30.167","32.906"
"1691597971","36.128","37.545","35.006","33.713","34.266","33.800","30.157","32.918"
"1691597972","36.053","37.536","35.004","33.700","34.257","33.736","30.177","32.960"
"1691597973","36.043","37.544","35.016","33.697","34.254","33.774","30.167","32.957"
"1691597974","36.088","37.578","35.021","33.720","34.245","33.811","30.182","32.929"
"1691597975","36.122","37.601","35.011","33.721","34.235","33.837","30.190","32.923"
"1691597976","36.159","37.626","35.023","33.726","34.219","33.811","30.195","32.915"
"1691597977","36.138","37.611","35.022","33.705","34.214","33.791","30.185","32.897"
"1691597978","36.088","37.597","35.021","33.684","34.208","33.771","30.175","32.878"
"1691597979","36.034","37.572","35.014","33.652","34.213","33.750","30.158","32.908"
"1691597980","35.992","37.525","35.008","33.620","34.221","33.762","30.148","32.942"
"1691597981","35.924","37.505","35.013","33.658","34.212","33.800","30.153","32.951"
"1691597982","35.911","37.466","34.985","33.674","34.202","33.790","30.165","32.970"
"1691597983","35.919","37.453","35.001","33.700","34.214","33.820","30.195","32.979"
"1691597984","35.916","37.464","35.020","33.701","34.226","33.785","30.225","32.965"
"1691597985","35.881","37.480","35.025","33.702","34.201","33.753","30.230","32.948"
"1691597986","35.867","37.499","35.029","33.699","34.213","33.725","30.220","32.927"
"1691597987","35.904","37.518","35.034","33.700","34.217","33.726","30.224","32.884"
"1691597988","35.869","37.494","35.038","33.719","34.222","33.767","30.214","32.881"
"1691597989","35.826","37.469","35.024","33.742","34.230","33.829","30.219","32.900"
"1691597990","35.799","37.398","35.045","33.733","34.236","33.788","30.235","32.877"
"1691597991","35.782","37.406","35.046","33.676","34.219","33.738","30.233","32.881"
"1691597992","35.782","37.389","35.050","33.644","34.194","33.695","30.237","32.897"
"1691597993","35.769","37.397","35.051","33.667","34.206","33.659","30.249","32.898"
"1691597994","35.777","37.369","35.056","33.642","34.207","33.631","30.257","32.888"
"1691597995","35.862","37.348","35.038","33.647","34.211","33.588","30.251","32.881"
"1691597996","35.892","37.382","35.047","33.648","34.223","33.560","30.256","32.875"
"1691597997","35.864","37.405","35.062","33.652","34.239","33.601","30.260","32.873"
"1691597998","35.821","37.413","35.048","33.689","34.250","33.646","30.265","32.873"
"1691597999","35.841","37.448","35.083","33.746","34.278","33.790","30.292","32.879"
"1691598000","35.889","37.438","35.088","33.743","34.261","33.794","30.300","32.949"
"1691598001","35.949","37.406","35.067","33.733","34.269","33.733","30.316","32.997"
"1691598002","36.004","37.425","35.068","33.697","34.272","33.687","30.345","33.028"
"1691598003","36.052","37.444","35.072","33.688","34.274","33.670","30.347","33.021"
"1691598004","36.086","37.463","35.059","33.714","34.253","33.692","30.341","33.029"
"1691598005","36.124","37.493","35.052","33.712","34.244","33.723","30.338","32.994"
"1691598006","36.092","37.516","35.039","33.713","34.215","33.738","30.335","32.977"
"1691598007","36.060","37.492","35.025","33.681","34.209","33.721","30.329","33.003"
"1691598008","35.949","37.424","35.031","33.701","34.189","33.723","30.364","32.979"
"1691598009","35.946","37.451","35.024","33.705","34.168","33.775","30.361","32.962"
"1691598010","35.911","37.408","34.992","33.681","34.195","33.801","30.318","32.872"
"1691598011","35.886","37.398","34.993","33.656","34.239","33.773","30.268","32.822"
"1691598012","35.869","37.384","34.976","33.657","34.233","33.712","30.251","32.841"
"1691598013","35.866","37.396","34.981","33.665","34.157","33.702","30.223","32.809"
"1691598014","35.820","37.379","34.953","33.645","34.140","33.721","30.198","32.785"
"1691598015","35.784","37.325","34.935","33.616","34.134","33.718","30.195","32.804"
"1691598016","35.792","37.279","34.900","33.581","34.102","33.745","30.153","32.852"
"1691598017","35.936","37.233","34.905","33.506","34.140","33.699","30.165","32.978"
"1691598018","35.996","37.253","34.903","33.482","34.167","33.682","30.199","32.972"
"1691598019","36.055","37.283","34.918","33.497","34.120","33.687","30.226","32.984"
"1691598020","36.096","37.327","34.905","33.535","34.096","33.640","30.245","33.007"
"1691598021","36.130","37.358","34.835","33.523","34.094","33.673","30.237","33.101"
"1691598022","36.131","37.369","34.822","33.547","34.104","33.709","30.255","33.102"
"1691598023","36.146","37.349","34.809","33.570","34.113","33.745","30.273","33.104"
"1691598024","36.177","37.397","34.836","33.597","34.122","33.779","30.278","33.061"
"1691598025","36.196","37.445","34.855","33.613","34.126","33.813","30.286","33.037"
"1691598026","36.176","37.473","34.897","33.607","34.132","33.753","30.321","33.006"
"1691598027","36.159","37.463","34.894","33.623","34.126","33.736","30.318","33.014"
